Country,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Gambia,1893.2806,4952.0151,1572.7612,3461.9565,2913.7324,4461.5386,470.19867,419.20001,2416.6667,2038.6329,,2224.0437,5211.2124,,,,,172.81349,371.42856,904.7619,270.00964,121.95122,13.673656,1329.7872,,716.31799,272.72726,77.952759,24.408848,87.887741,0.0,0.0,0.0,0.0,0.0,0.0,1.1820331,0.0,0.0,0.0,0.52137643,35.894844,,,,,,
Georgia,,,,,,,,,,,,,,,,,,65.537148,21.706305,78.578293,141.54268,36.055779,61.46381,70.067612,45.181347,30.169704,10.588734,7.4914384,43.027027,47.171871,1510.4788,302.20636,75.242172,10.020496,12.900253,5.3638058,5.1984878,15.344042,7.5462513,1945.6254,798.59717,109.05871,,,,,,
Germany,5.0686164,18.930845,46.881741,13.55747,11.973686,27.123829,367.10898,67.711136,26.031176,125.95449,151.33069,7.3085685,2.556592,2.4214005,0.21696404,0.57167542,,,,,,,,,,,,73.881477,57.062687,9.5365181,1.4807382,9.5260248,28.292862,6.9703975,11.302708,7.0893955,9.6421289,19.855684,2.0477142,21.7929,5.4362497,30.156166,,,,,,
Ghana,9508.0176,14324.179,13110.347,10641.806,10370.968,8417.0225,7654.5083,3460.6943,6932.103,3073.6443,3263.6667,5073.6865,846.99329,1838.2168,2920.1675,1404.8756,2204.4026,1139.2952,2582.3203,2179.2275,2132.333,2403.1025,1994.2395,2116.0203,1293.8013,865.19104,1218.0157,693.85236,616.76288,94.830536,2.8589127,20.193111,18.993353,0.26431718,3.5194643,4.2252345,26.150457,4.7766895,62.682159,12.1081,4.5988946,0.83384693,,,,,,
Greece,600.96478,991.23199,879.6712,1698.2172,230.94122,821.46606,1397.4053,142.78372,348.53122,2404.2769,120.94336,148.77193,104.75906,187.8228,504.15182,52.486732,23.904772,132.56624,329.92059,47.592014,15.255031,10.380943,558.95599,12.407627,5.9836807,6.2218213,5.0260277,1.0729613,0.44575199,,0.088731147,10.795505,,0.17573148,0.087565675,0.17476407,13.017648,3.5017071,0.26366672,0.26499426,0.088770531,0.089142449,,,,,,
Grenada,849.46234,21.73913,1219.7803,17133.334,2213.4832,33.707867,595.50562,98.9011,18419.355,2791.6667,112.2449,70.0,200.0,60.60606,40.816326,20.618557,62.5,20.833334,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Guatemala,147.71095,467.3609,574.48096,396.39374,314.1044,471.5733,371.13828,465.04153,521.4892,351.98166,381.94702,275.72815,195.5208,46.301655,20.581251,266.62982,950.12952,22.039438,9.9907303,1.7104336,20.055054,2.2098386,0.093923174,0.73475385,0.089814983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Guinea,2714.6802,1726.4604,1335.4633,1829.2406,918.57043,1399.1475,1895.39,2483.0066,3205.7131,1841.1642,889.33844,583.87415,495.60229,1367.218,603.60034,719.45935,2111.571,1052.4004,239.23657,729.86182,314.42206,137.84779,1265.4617,1219.7169,1078.4429,2080.4253,1282.0979,825.77191,235.41644,268.20624,1.0537407,10.227273,0.40481731,0.29711795,8.6215248,25.007105,4.168983,0.99682826,0.53186774,4.5939155,14.822971,20.095932,,,,,,
Guinea-Bissau,355.0065,,426.02042,265.56543,445.43146,4391.4141,1662.9214,2571.7791,1936.3745,3768.1499,404.78906,1475.5555,2430.5857,184.32204,1141.8219,107.17897,255.92885,2310.511,792.09784,1567.4932,339.31778,464.37994,62.985332,422.03391,,386.56839,,99.369087,230.29367,876.60864,2611.8518,0.0,0.0,0.69156295,8.1026335,0.0,16.709511,0.0,0.0,0.0,0.57937425,86.391869,,,,,,
Guyana,425.47424,77.747986,433.68701,314.96063,14.285714,1172.6804,594.87177,8.9514065,52.496799,25.673941,379.35483,112.98701,19.633509,29.023746,1221.0386,14.745308,1.3458951,16.129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Haiti,165.80824,139.68872,253.91371,181.61394,51.366722,205.35393,89.119354,429.97079,178.67339,142.52911,269.39102,330.67044,41.207108,469.19504,34.492882,83.381256,199.15492,,,,,,0.12553352,0.0,0.36328408,0.0,116.03696,18.290579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Honduras,766.9173,982.55627,1293.7557,756.93408,1509.2539,1372.3016,1138.6624,1544.1603,625.41547,289.75439,1210.1083,1512.7307,136.7347,316.38046,247.00598,1319.6925,1687.1847,18.627451,11.051829,2.4078534,0.54024851,0.0,0.68166327,0.8293249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Hungary,4461.7144,60.60606,22.972206,12.221491,31.232468,20.119225,111.39005,983.80945,235.25569,11.621368,9.2304792,1.8926848,1.6159695,2.8639617,105.70197,,2.7943728,1.5438055,1.3514818,3.1853282,1.0619811,0.38647342,1.1613278,2.3280628,2.237354,0.097560972,0.097837783,1.9619384,0.0,0.0,0.0,0.19829467,0.099443115,0.0,0.0,0.10041169,0.0,0.50515258,0.20263425,0.10160536,0.0,0.0,,,,,,
Iceland,171.2963,50.458717,163.63637,13486.486,1071.4286,141.59293,57.017544,103.8961,60.085838,165.25424,677.82428,1545.4546,540.98358,56.680161,44.0,91.269844,54.901962,38.759689,30.76923,30.418251,26.415094,7.4626865,3.7037036,3.6630037,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
India,197.20616,214.96953,247.01779,205.46823,182.28796,210.50761,163.66048,283.33881,200.30472,173.55803,249.76414,206.2464,194.04366,309.67453,193.38661,194.50526,102.98656,87.673622,79.245407,54.532291,53.61684,39.03661,48.086971,61.162716,33.455582,20.311462,36.878555,48.325771,36.744122,42.550369,49.232952,32.086697,55.237705,34.877224,36.969563,46.273071,25.555227,26.966829,14.779908,10.810582,19.304268,19.470549,,,,,,
Indonesia,1.1924843,1.5681895,0.72382116,86.504715,4.6493111,6.2684827,196.18279,219.27553,162.78979,29.548733,117.27822,57.317043,6.7457633,2.3001356,436.83179,1288.5717,507.64178,489.43753,429.15118,333.98471,248.25079,191.37582,176.99022,75.498207,5.0263472,22.850925,15.807885,17.831587,66.627434,110.89347,130.45189,69.925415,88.853889,83.506088,65.079033,86.980865,77.802612,89.1017,62.234062,33.404488,50.730801,58.48653,,,,,,
Iran,585.88684,1027.7719,479.45935,579.93164,1490.4233,540.01019,805.05847,891.59082,1139.3406,999.49591,723.67236,434.74219,302.57629,378.59641,217.78204,107.61816,94.991638,105.16592,86.3013,78.249222,8.4721642,4.3416533,37.818878,62.205994,44.897575,63.584526,179.54999,142.8103,140.53514,169.21222,0.043092921,0.099400759,3.0886729,1.8464272,1.7434039,3.5555315,7.214891,0.96698987,4.3424807,2.4407568,1.262578,7.749496,,,,,,
Iraq,5780.6753,4782.9697,3139.2112,6125.4312,4093.1643,5524.438,1944.0416,4577.0625,2186.1753,2556.5222,2508.7466,1424.3708,635.16565,489.74832,557.53064,681.74884,174.30878,633.00452,1089.2838,859.4046,543.80774,378.56296,12.280534,32.916454,1970.9329,433.60434,30.808403,168.56342,,,345.06213,33.619667,17.11315,8.1014442,188.72591,1014.484,15.993238,0.47278345,0.45763797,19.744415,37.622124,39.677704,,,,,,
Ireland,651.54901,928.70605,509.88263,456.09238,474.12503,491.74527,321.97961,309.53067,541.22681,1749.7169,1611.7681,2777.8401,126.29516,56.270996,262.25833,349.87384,155.78593,37.751678,49.874619,1200.2218,339.95038,64.348305,61.95652,49.838364,54.385498,38.724972,,61.652596,61.116699,144.19753,80.891258,22.549252,20.218452,14.552069,12.694878,35.901928,95.742378,61.11945,22.873022,10.892781,7.0422535,0.85106385,,,,,,
Israel,268.82715,1436.9194,21.295216,25.327263,111.29661,150.64015,57.409882,59.764088,2025.2382,32.658226,34.113544,735.97845,470.2338,103.88995,45.200375,6.6149635,51.111111,213.43959,13.724267,28.267843,301.00659,4.1244845,3.4620991,2.1306818,1.3876843,2.3761032,5.9860325,3.0995107,0.32056418,19.527559,17.931675,0.30289263,1.3323464,77.856422,131.18219,0.68794715,3.0972259,9.2482491,27.406157,6.3930445,0.75557232,9.919405,,,,,,
Italy,449.1658,940.39508,998.00372,764.20447,1201.634,413.71097,486.57367,1259.1512,324.82324,463.95959,1354.9651,1316.2141,373.38333,361.31305,1614.416,511.51227,91.427872,410.44214,1136.8096,295.14041,107.56144,648.51978,569.5614,721.41296,71.246109,50.856941,25.430237,,162.36462,188.86615,10.240191,2.2956061,7.4306026,5.4118757,27.175556,5.8851147,6.2280259,86.830658,6.2945728,,,2.6720893,,,,,,
Jamaica,297.79779,347.63315,586.86133,23.546371,401.23456,38.443508,16.643551,2395.8145,1259.5078,511.87335,102.20875,28.64472,12.7011,15.552753,12.531328,2377.907,1506.1881,126.02291,0.0,0.0,0.0,5.9124951,1.5612803,0.0,0.76599002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71684587,0.0,0.0,0.3534818,0.0,0.0,0.0,0.0,,,,,,
Japan,216.17581,135.35486,278.36221,157.18527,296.70377,161.41618,112.1899,180.81908,56.146336,60.454342,101.22112,23.052816,51.607903,47.707645,25.154739,14.129234,26.173344,43.636948,,15.924529,,,12.948664,,7078.7402,,176.40002,176.56822,264.3566,64.700005,68.26088,,4.0488038,,85.685837,5.7635317,3.5005291,3.3773005,1.7753414,1.7846984,3.6047845,0.27349091,,,,,,
Jordan,581.04736,540.95978,390.09433,537.68384,280.53693,526.95654,232.51895,477.04184,622.65625,68.616425,932.37408,193.02486,98.638329,525.89514,1478.6351,411.48749,81.437798,38.102852,269.90927,712.58057,117.37943,69.538597,94.995758,1454.0563,86.850647,22.931206,6.2708211,11.746582,3.5937204,14.081898,3.7933526,4.9002452,0.16852039,6.620378,0.30816641,0.0,0.0,0.0,0.37532842,14.263639,2.2704053,0.0,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,16.505442,86.154778,39.257328,201.40501,110.25467,17.711256,7.774477,7.7011938,126.05863,91.718315,16.271502,6.25,1.1915795,1.5756303,143.2471,1037.1276,6.9466572,0.82065529,1.2499219,0.0,0.24391732,7.6290021,3.2503989,4.2424593,18.355444,29.633802,,,,,,
Kenya,2991.614,2511.1589,2475.459,3356.1399,2756.2156,4264.3174,1750.1383,15254.94,15420.411,15663.194,10568.328,5673.6045,1285.5881,2360.8125,3209.7297,3831.8826,3293.2529,2478.7842,2603.9097,37.31459,157.45065,121.48029,126.90067,115.32085,311.11856,281.07843,667.79016,349.74167,23.062565,1.9044271,0.5702067,4.2443409,49.848862,39.804653,32.74752,30.270647,2.2974608,56.370182,,4.2385168,7.6916389,2.011178,,,,,,
Kiribati,170592.59,0.0,53.57143,1368.421,46258.621,0.0,2881.356,1166.6666,180.32787,0.0,22492.064,31484.375,30.30303,328.35822,3826.0869,22704.225,416.66666,108.10811,58093.332,1500.0,3792.2078,51.282051,164.55696,312.5,4329.2681,24.096386,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Kuwait,2974.0933,1933.6586,832.87421,1868.6257,1270.3583,1604.6154,1007.2886,1798.3368,387.82263,1005.6926,367.14975,1185.1639,129.08496,220.27792,34.330555,33.857891,33.809525,81.04126,199.79134,146.31401,259.61539,7.4487896,9.1911764,15.16035,49.019608,6.6428208,2.9254022,,,,10.416667,4.3917437,,,,,4.3362241,10.028204,7.9505301,17.231796,14.54257,4.5731707,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,133.54677,186.42534,182.98158,853.03302,37.176365,3.7231712,15.986175,212.0697,500.73114,98.333679,3.2513716,3.4253476,0.40072131,1.1971269,1.5879318,10.44335,5.2662377,7.707129,3.040669,0.18723086,0.0,40.312328,0.0,0.17593244,55.064934,3031.3726,,,,,,
Laos,7.3553996,55.373524,53.565666,48.788265,65.635849,,423.57275,,112.61394,308.30945,257.6687,404.55533,360.30576,660.69141,557.96021,674.96375,509.15924,319.6347,115.50422,234.26346,207.59494,654.16321,184.99092,132.68736,895.55426,439.22916,62.300621,17.359188,376.56903,324.37277,263.19507,51.268684,9.9162254,282.01682,28.750826,12.678803,24.495678,17.843044,4.9883084,10.931486,51.551094,8.4033613,,,,,,
Latvia,,,,,,,,,,,,,,,,,7.8828831,2.2650056,94.656487,20.905924,3.9308176,0.79744816,1.2101654,1.6306564,1.23406,0.0,0.0,0.42390844,,,0.0,0.88809949,3.1460674,0.0,1.3812155,0.0,0.0,0.47801146,1.4520813,0.0,17.857143,0.0,,,,,,
Lebanon,,,,,,,,1.146789,,100.33949,,,,,,,,,4.6066618,136.50465,17.142857,0.98911971,0.65125364,43.323635,310.21194,2.5340514,1.545595,2.3809524,10.218564,142.12375,55.138493,155.00377,235.64211,91.287323,5.8379955,5.2593832,2.7668896,1.961639,1.8307567,333.77557,19.989292,6.6655273,,,,,,
Lesotho,5251.7793,5044.3091,3127.9661,8616.0195,5195.4946,6854.3462,6057.252,5672.6191,5040.668,3715.6028,4036.7544,5001.3589,2917.3333,1605.2458,1159.3549,874.36548,1368.4539,1437.9205,1089.3821,138.23529,330.83142,172.62918,,0.0,,509.9946,353.13,115.05833,0.0,0.52137643,16.028955,,0.50864702,1.0090817,0.0,0.0,1219.0103,83.333336,85.645935,243.74115,0.0,0.0,,,,,,
Liberia,374.92084,363.69232,1322.9666,2086.0466,2092.0383,1775.041,3478.2839,3990.8022,3382.3818,2299.0964,2849.0042,1224.8062,379.65485,994.06665,1180.6005,875.2345,,,2855.1655,3199.0,283.65622,27.013988,884.52759,1255.7252,562.9165,613.89398,2071.7505,461.0498,42.768528,45.571243,1.2594458,2.4532351,5.9241705,0.284657,0.27300027,1.5739769,557.2442,68.550369,10.282162,0.0,7.7431111,235.55556,,,,,,
Libya,288.52975,590.1701,676.22504,863.224,523.66565,929.60931,480.58405,468.93668,266.66666,275.51868,674.13928,1082.3439,213.01627,97.56691,74.881516,47.817047,209.82646,373.01938,793.59277,154.15352,232.13182,,,5.0811024,9.6227865,,,116.33891,703.69031,,485.71429,50.405663,0.1700391,9.8827467,1.3216587,53.749386,,,51.629559,,59.961315,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,38.680012,54.229935,67.828926,78.37764,51.833469,9.7114315,8.3798885,5.0632911,6.517427,5.4254713,2.0149684,29.898403,0.29291153,0.2957705,0.29904306,0.30266345,0.0,0.31104198,0.0,0.64020485,2.2727273,0.0,11.678345,3.713707,17.053205,,,,,,
Luxembourg,487.17947,813.55933,114.84594,1181.0585,728.53186,333.33334,173.07692,586.30139,665.75342,57.534248,95.628418,168.93733,73.170731,412.39893,48.128342,31.746031,41.884815,2.5906737,122.76215,10.075566,2.4875622,2.4509804,60.386475,2.3809524,,,0.0,,,2.2371364,0.0,,17.167381,0.0,2.0618556,0.0,0.0,11.538462,3.7593985,0.0,,0.0,,,,,,
Madagascar,,,5197.2212,16350.463,11360.753,17342.031,13729.379,15678.631,9150.3145,10724.432,6839.1782,6944.6489,2081.3369,1018.1255,1558.5281,2631.4668,1246.573,487.64966,150.06911,478.10651,1083.9519,870.57513,428.75638,966.33679,1047.3361,2302.9509,2236.0627,575.42584,643.901,3601.6553,1997.3038,,0.10593221,0.0,0.15003,0.0,0.047276855,0.0,0.089497469,0.26131266,0.12717253,0.12379302,,,,,,
Malawi,,,36663.613,35714.285,42450.664,32683.596,26397.209,13370.733,16181.523,22556.373,11712.007,17553.877,13859.935,14046.921,9389.834,10236.394,,594.33667,3306.9888,370.43869,220.88394,425.67365,902.07715,1044.5964,335.45071,13.763129,26.722925,12.824898,7.6577325,13.536516,88.04039,14.11043,0.074465707,10.331623,1.4014435,1.4271152,7826.9927,1.6636806,0.68335712,0.060324546,0.17575721,0.0,,,,,,
Malaysia,673.06885,113.22151,383.83191,545.07074,551.16968,471.91678,632.48297,402.57535,640.45331,628.44995,536.2691,330.98276,292.86383,328.53253,135.30655,58.565239,31.211885,14.841599,19.092199,27.802,17.311253,31.908665,21.880796,29.07489,21.842356,113.70056,266.84207,92.746529,16.860201,25.598444,227.57607,54.83456,21.572828,14.797566,12.319722,5.5424743,2.5967557,54.793087,64.038399,6.5641093,7.3111024,42.899456,,,,,,
Maldives,,,,,,9960.7842,,9018.293,0.0,0.0,0.0,10678.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.06612,2846.7742,12086.614,0.0,,0.0,,71.428574,0.0,3149.6599,248.34438,119.35484,4373.0405,143.73088,59.523811,0.0,16.901409,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Mali,6356.1558,5319.5,6013.7939,3817.6401,2642.2192,1837.2861,1411.4246,1162.9803,2224.1472,1161.0552,584.09149,3796.2207,586.92645,539.41498,547.36584,433.81467,163.96928,1557.0322,882.94995,1163.6464,365.65808,344.23157,1115.4509,349.12003,986.41748,234.99625,143.87309,395.28912,61.60323,19.325281,13.879923,2.5783265,9.6771755,0.14624159,6.9316735,201.2049,114.02985,1.5443022,21.303181,13.411821,17.096033,12.308221,,,,,,
Malta,2434.7827,71.207428,117.28395,1447.8528,10207.317,90.634438,42.042042,360.11905,4513.2744,1807.5802,167.63005,501.43268,5238.6362,129.57747,47.486034,47.091412,16.483517,21.73913,115.90296,8.02139,21.22016,71.052635,41.666668,12.919897,7.6726341,2.5380712,5.0377831,5.0125313,17.45636,9.9255581,9.876543,14.742015,2.4449878,4.8780489,2.4271846,2.4154589,0.0,7.1770334,,,0.0,4.6728973,,,,,,
Marshall Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.26316,25.0,0.0,,282.6087,297.87234,395.83334,204.08163,180.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21673.076,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,
Mauritania,7715.7241,7148.9844,7582.6025,4762.6157,4669.1987,6292.4214,7458.2788,5483.2173,4149.5386,9395.9326,6509.5874,8544.0674,2921.978,1241.582,225.68903,2546.5586,679.31036,2206.7146,2330.6865,2615.4546,1180.0088,83.798882,,201.86084,511.18085,2001.9019,,500.89572,307.34424,1221.17,1655.9316,40.562122,6.8301768,3.3202536,1.1737089,91.842552,357.89474,62.937061,9.138381,15.712113,3.4448819,0.23912004,,,,,,
Mauritius,,,,,,,36.231884,0.0,4.0444894,0.0,5.9523811,1.968504,4.8875856,0.0,1.9286404,0.0,0.94696969,0.0,6.4635272,80.072792,8.9766607,5.3144374,0.0,0.0,,0.0,0.0,0.0,,642.67987,23.026316,5.7283144,2.4429967,10.534846,9.6852303,12.057878,9.6153851,1.598721,0.0,0.0,0.0,,,,,,,
Mexico,39.348091,25.134708,378.80045,373.5275,46.608822,157.89397,428.62704,156.86275,87.654778,45.39267,68.064552,307.98465,124.4584,34.483189,47.695045,243.50641,805.80615,58.308067,6.00036,1.8984548,1.3860464,2.594475,0.020901481,0.0,0.0,0.0,0.29492724,0.02910728,0.0,0.41650891,0.59815317,0.055313814,0.20891617,0.0,0.0,0.0,0.0,0.025191031,0.0,0.0,0.024150312,0.0,,,,,,
Moldova,,,,,,,,,,,,,,,,,742.89642,141.97531,73.599998,198.16934,906.81659,270.56924,79.721901,84.947495,158.24124,58.001892,163.53249,109.17344,1180.0336,20.853308,0.96015364,1.4430014,8.2026539,2.4218938,0.0,0.0,0.0,0.0,2.7000492,6.6306481,0.49140048,0.0,,,,,,
Monaco,,,,,,,,444.44446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5333.3335,,,,,,0.0,,,,,0.0,,,,,,,,,131.57895,,,,,,,,,
Mongolia,,,11049.967,1949.4238,86.034912,215.67436,3158.5798,401.03867,117.54781,1061.4371,15894.174,273.15295,67.307693,185.93211,1456.4594,1016.3475,135.53113,295.76196,476.38147,31.374283,77.631577,241.51436,55.243851,1.7123288,3.3955858,4.2087541,385.89905,4411.9834,493.04419,7.290401,0.0,0.0,10.164191,4.6296296,11.796042,2.9985008,2.5801694,0.0,0.0,0.0,0.0,6838.7637,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0128202,8.0,0.0,0.0,,,,,,,,
Morocco,7083.0796,8087.396,4777.9365,8402.5322,4931.0347,5806.9897,4341.6084,5337.6563,2529.3809,3753.356,521.09991,187.07014,665.95728,1132.9049,96.23571,69.161789,63.386791,83.869438,232.94948,321.34009,131.69835,87.903969,48.213829,90.275284,279.07721,380.60669,255.38995,93.345215,203.30713,363.25558,212.03485,,39.424667,71.991287,46.048676,26.070646,19.53101,29.885267,20.039598,2.7198818,0.29139227,0.48846364,,,,,,
Mozambique,44.164352,1006.7672,819.242,934.44269,662.96228,1169.9697,2537.9812,1348.2239,959.70667,927.00269,973.08234,1271.334,1235.9214,979.11066,933.78448,1748.2389,1364.8853,372.20422,219.74274,396.18774,632.05627,264.35687,569.36237,917.54987,915.73785,223.82712,408.18021,381.13937,373.82446,1465.6388,462.56091,602.11249,8.493062,12.033531,0.17507769,2.5505867,95.825935,7.0973172,5.6470771,0.30264053,0.33073643,2.8203206,,,,,,
Myanmar,80.956322,145.54875,252.20192,198.75418,184.08006,524.00812,643.00269,785.64105,718.88422,529.97369,454.63269,440.22351,100.90366,143.2524,109.82674,97.038612,194.45676,107.72032,43.010239,63.539444,43.430416,27.05953,38.453632,23.325521,32.584518,17.369726,18.331707,54.023335,15.613068,17.427822,27.64488,6.4764967,15.559104,22.126413,6.7299919,6.6062932,3.7881808,40.472374,42.657932,19.631472,2.3495879,0.11449508,,,,,,
Namibia,,,,,,,,,,,,,,13542.536,3439.7544,,,,4540.2905,851.28204,82.762909,1041.0876,2872.8018,3046.6174,273.32965,159.31108,246.97209,215.09824,651.37616,131.85707,1.9910403,1.968504,1.459144,10.096154,0.0,1907.3468,1444.0865,35.649818,37.985867,443.67715,201.18094,87.386642,,,,,,
Nauru,,,,11428.571,4714.2856,0.0,1428.5714,0.0,125.0,,,,125.0,0.0,,0.0,33333.332,,,,,0.0,,5800.0,,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1100.0,,,,,,,,,
Nepal,,,16.518612,22.045095,59.967697,70.364525,37.645954,16.65683,81.245598,69.926132,124.91589,56.924179,3.9763756,10.868943,10.797807,9.3473272,9.7071848,4.8324242,6.8777184,2.9034004,67.139503,224.80838,329.31561,566.19025,252.49388,,395.81314,449.01083,274.72931,534.80823,477.06351,195.90483,109.40211,53.97673,78.901649,7.0677986,7.0310478,86.324883,121.59132,66.499908,45.157646,55.799831,,,,,,
Netherlands,,,182.12137,130.4254,9.51087,3.9803824,12.581284,5.4133859,6.6456804,33.414551,5.6794572,1.6535759,6.1660728,15.460056,102.81576,8.3394985,1.0691614,3.9163625,31.122248,30.652346,19.649944,11.895526,3.662533,1.3414245,0.57157373,149.53271,63.983425,,0.18621974,0.24689834,0.6753853,0.24439421,0.060827252,0.60580361,6.5785503,0.90214711,0.89911884,3.0471411,0.59562808,156.29454,8.2894192,,,,,,,
New Zealand,,,0.0,0.0,,,,,,,,,,,,0.0,,2681.0796,,19.36027,9.1084738,,,543.97656,43.340382,27.763227,16.843742,16.632549,5.299016,16.409746,8.0882349,4.8367596,4.7778311,5.9059768,,45.801525,9.839817,135.12901,15.219337,1.770695,61.309395,2.1668472,,,,,,
Nicaragua,310.10324,691.45514,474.34119,302.95898,52.528549,402.28064,1164.3077,67.005684,65.774155,31.746031,42.276871,257.7514,671.58282,203.966,79.133064,0.0,0.0,0.0,538.44379,76.575562,0.66356999,1.0841284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Niger,6476.0962,3282.1602,4409.1846,3309.9617,6245.9307,7611.9609,6146.4351,5862.9136,6276.0088,4638.2847,6279.6133,9353.5283,2476.6052,1951.1196,2236.6047,2951.7312,2553.7251,10887.345,3666.0427,4134.4717,5319.6021,7173.7891,7018.4316,3207.1709,1080.2311,3302.521,1877.8296,5199.4565,2587.5798,4281.4253,4803.6108,160.30254,4.174922,19.225525,86.479744,50.651321,22.647022,45.180195,15.339499,66.427872,59.640694,386.6412,,,,,,
Nigeria,1874.923,2129.8325,2354.2759,4208.7749,2723.5691,2471.8523,2206.6948,1717.8835,1804.306,1721.3008,2240.4353,1934.723,1348.6874,880.41132,839.22607,362.73749,1214.2543,450.50449,857.74579,532.62878,1006.8814,114.73831,800.80011,188.37593,1229.5121,1819.7977,1734.2013,1339.8931,326.47842,1070.3553,232.80943,798.38635,4.9364018,17.846289,66.24675,8.2382355,53.544628,115.68852,38.536255,307.58487,38.847111,68.566414,,,,,,
Niue,,1000.0,0.0,250.0,0.0,500.0,7333.3335,666.66669,0.0,0.0,0.0,7000.0,2333.3333,0.0,500.0,500.0,,60500.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,146.67603,0.32874462,0.0,0.0,0.0,0.0,0.0,0.11944577,0.0,,,,,,
North Macedonia,,,,,,,,,,,,,,,,,,90.817863,90.497734,1257.5604,115.53986,109.43015,530.92004,182.0,,26.18577,17.690418,13.215859,9.2728157,8.7676573,4.3753037,2.4271846,1.4541929,0.48426151,13.062409,2.4166265,104.7803,338.32047,3.3751206,1.9267823,55.849785,0.48100048,,,,,,
Norway,3906.1716,907.18561,795.62952,3315.282,3927.5684,668.79449,323.54382,1118.8094,2668.7744,1498.4242,428.95117,315.9162,292.39627,134.46382,31.621492,3.076195,22.368731,3.9821973,17.004425,1.6214964,1.3818517,4.1218228,5.2356019,2.4886878,,,0.0,0.88436878,1.0998681,1.7505471,1.5224011,0.0,0.0,,0.83839864,0.41433603,0.61399919,7.8819723,0.79808462,1.5757337,0.58365756,2.6923077,,,,,,
Oman,,18910.432,22855.447,11951.942,21511.133,15298.535,9211.4385,33316.133,12903.101,6723.7324,6744.9336,2777.7036,1281.8706,2348.1482,3606.6746,2443.9978,696.46802,116.15628,924.86133,1500.0,84.264435,30.852995,20.563255,5.3333335,2.2202487,3.9911308,6.6137567,6.5359478,2.1422451,0.4192872,7.3619633,9.956193,5.0329075,9.012392,6.5241032,6.5903573,0.98651761,1.5446401,3.7518036,0.0,,0.0,,,,,,
Pakistan,36.271984,103.19219,44.599133,92.619736,357.44244,347.54129,366.00143,359.49292,238.35774,243.38919,194.12971,289.37637,444.0712,467.64337,547.35651,22.459555,202.31429,5.5721126,26.084204,16.847965,11.864407,14.003208,8.6550522,14.315927,17.640432,21.712479,14.900053,27.182011,26.981625,32.091427,28.173498,19.368462,48.639668,17.469891,6.8990803,5.1661181,25.334194,25.180269,45.224606,48.147354,7.3836136,2.0382192,,,,,,
