Country,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guyana,,,,,,,,,68.0,51.0,56.0,40.0,42.0,52.0,55.0,69.0,73.0,76.0,73.0,92.0,83.0,77.0,91.0,82.0,93.0,87.0,86.0,92.0,93.0,89.0,88.0,92.0,90.0,96.0,95.0,97.0,95.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,,
Haiti,,,,,,,,,3.0,6.0,8.0,21.0,26.0,23.0,59.0,31.0,31.0,35.0,39.0,44.0,48.0,49.0,50.0,52.0,53.0,54.0,55.0,55.0,56.0,57.0,57.0,58.0,59.0,60.0,62.0,63.0,64.0,65.0,66.0,68.0,69.0,69.0,69.0,69.0,69.0,65.0,,
High income,,,,,,,47.0,53.0,56.0,64.0,70.0,73.0,76.0,75.0,81.0,83.0,84.0,84.0,83.0,84.0,87.0,89.0,90.0,90.0,90.0,91.0,91.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,93.0,,
Honduras,,,,,,,31.0,34.0,48.0,49.0,44.0,53.0,60.0,57.0,76.0,94.0,90.0,86.0,89.0,94.0,93.0,89.0,91.0,89.0,98.0,98.0,98.0,99.0,97.0,95.0,92.0,96.0,95.0,94.0,93.0,98.0,98.0,97.0,97.0,97.0,96.0,96.0,96.0,96.0,89.0,87.0,,
Hungary,,,,,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Iceland,,,,,,,,,,81.0,96.0,96.0,95.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,96.0,94.0,91.0,88.0,91.0,93.0,93.0,90.0,95.0,95.0,96.0,92.0,93.0,94.0,90.0,91.0,90.0,93.0,91.0,92.0,93.0,93.0,,
India,,,,,,,,,,,,1.0,10.0,24.0,32.0,42.0,56.0,43.0,51.0,59.0,67.0,72.0,66.0,55.0,53.0,56.0,56.0,57.0,56.0,60.0,64.0,68.0,69.0,70.0,72.0,78.0,82.0,84.0,83.0,83.0,85.0,87.0,88.0,90.0,93.0,95.0,,
Indonesia,,,,,,,,,,6.0,13.0,26.0,45.0,48.0,51.0,54.0,58.0,61.0,65.0,68.0,66.0,63.0,79.0,77.0,77.0,77.0,76.0,76.0,72.0,74.0,76.0,77.0,79.0,76.0,76.0,74.0,78.0,80.0,82.0,87.0,86.0,87.0,88.0,90.0,89.0,88.0,,
Iran,,,,,,,39.0,48.0,55.0,38.0,38.0,62.0,55.0,55.0,83.0,79.0,85.0,84.0,96.0,96.0,97.0,95.0,99.0,95.0,99.0,99.0,99.0,96.0,99.0,99.0,96.0,94.0,99.0,97.0,98.0,99.0,99.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Iraq,,,,,,,9.0,10.0,11.0,12.0,25.0,70.0,75.0,91.0,85.0,79.0,75.0,71.0,67.0,63.0,72.0,80.0,82.0,85.0,88.0,90.0,86.0,82.0,77.0,73.0,69.0,69.0,62.0,64.0,76.0,81.0,75.0,80.0,74.0,72.0,68.0,71.0,80.0,85.0,83.0,82.0,,
Ireland,,,,,,,,,,10.0,10.0,63.0,65.0,66.0,68.0,78.0,78.0,78.0,78.0,78.0,78.0,77.0,77.0,77.0,77.0,77.0,79.0,73.0,73.0,78.0,81.0,84.0,86.0,87.0,89.0,90.0,90.0,92.0,92.0,93.0,93.0,93.0,92.0,92.0,92.0,91.0,,
Israel,,,,,,,81.0,83.0,88.0,85.0,85.0,85.0,88.0,88.0,86.0,88.0,91.0,94.0,94.0,92.0,92.0,93.0,96.0,97.0,94.0,94.0,95.0,95.0,95.0,96.0,97.0,94.0,96.0,97.0,98.0,97.0,96.0,97.0,96.0,98.0,97.0,98.0,97.0,98.0,98.0,98.0,,
Italy,,,,,,,,,,,,,,,,,43.0,50.0,50.0,50.0,50.0,50.0,55.0,57.0,55.0,70.0,74.0,77.0,81.0,84.0,86.0,87.0,88.0,90.0,90.0,90.0,91.0,90.0,90.0,90.0,87.0,85.0,87.0,92.0,93.0,94.0,,
Jamaica,,,,,,,,,12.0,15.0,60.0,64.0,36.0,62.0,68.0,71.0,74.0,77.0,63.0,80.0,82.0,90.0,96.0,88.0,88.0,82.0,88.0,85.0,86.0,78.0,86.0,84.0,87.0,76.0,88.0,88.0,89.0,88.0,93.0,94.0,92.0,91.0,95.0,95.0,89.0,94.0,,
Japan,,,,,,,69.0,68.0,66.0,70.0,73.0,73.0,74.0,75.0,76.0,77.0,73.0,71.0,69.0,68.0,81.0,93.0,94.0,94.0,95.0,95.0,96.0,98.0,98.0,98.0,98.0,98.0,97.0,96.0,95.0,94.0,94.0,94.0,96.0,95.0,98.0,96.0,96.0,97.0,97.0,96.0,,
Jordan,,,,,,,29.0,40.0,48.0,56.0,65.0,73.0,81.0,87.0,87.0,84.0,87.0,85.0,91.0,88.0,91.0,92.0,94.0,95.0,93.0,83.0,94.0,99.0,95.0,96.0,99.0,95.0,99.0,95.0,95.0,95.0,98.0,98.0,98.0,97.0,98.0,94.0,96.0,93.0,92.0,87.0,,
Kazakhstan,,,,,,,,,,,,,,,,,,,89.0,91.0,91.0,95.0,97.0,97.0,99.0,99.0,99.0,95.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Kenya,,,,,,,,,,,55.0,63.0,65.0,69.0,72.0,75.0,78.0,81.0,84.0,84.0,84.0,83.0,81.0,79.0,90.0,76.0,78.0,77.0,78.0,72.0,73.0,69.0,77.0,80.0,90.0,88.0,86.0,87.0,93.0,94.0,95.0,96.0,96.0,89.0,89.0,89.0,,
Kiribati,,,,,,,,,,24.0,8.0,4.0,9.0,14.0,54.0,63.0,75.0,62.0,77.0,89.0,70.0,47.0,64.0,82.0,77.0,62.0,80.0,76.0,88.0,72.0,56.0,85.0,61.0,93.0,72.0,82.0,89.0,90.0,91.0,91.0,88.0,84.0,80.0,81.0,84.0,94.0,,
Kuwait,,,,,,,48.0,71.0,79.0,80.0,88.0,91.0,93.0,95.0,97.0,98.0,66.0,75.0,85.0,95.0,98.0,98.0,99.0,95.0,99.0,96.0,99.0,99.0,97.0,97.0,97.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,94.0,93.0,99.0,99.0,98.0,98.0,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,94.0,93.0,88.0,97.0,98.0,98.0,98.0,99.0,98.0,99.0,98.0,99.0,99.0,99.0,97.0,99.0,99.0,99.0,99.0,97.0,98.0,99.0,96.0,99.0,97.0,95.0,96.0,96.0,,
Laos,,,,,,,,7.0,7.0,7.0,6.0,6.0,10.0,11.0,23.0,20.0,32.0,47.0,46.0,46.0,73.0,68.0,73.0,67.0,71.0,71.0,42.0,50.0,55.0,42.0,36.0,41.0,48.0,40.0,52.0,59.0,64.0,69.0,72.0,82.0,87.0,83.0,66.0,72.0,69.0,69.0,,
Latvia,,,,,,,,,,,,,,,,,,,95.0,80.0,81.0,81.0,96.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,95.0,96.0,92.0,95.0,92.0,90.0,96.0,95.0,96.0,93.0,96.0,98.0,99.0,,
Lebanon,,,,,,,,,1.0,8.0,16.0,23.0,30.0,39.0,48.0,58.0,61.0,65.0,76.0,88.0,88.0,85.0,85.0,89.0,83.0,77.0,71.0,65.0,59.0,53.0,58.0,63.0,69.0,74.0,79.0,80.0,80.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,,
Lesotho,,,,,,,49.0,49.0,51.0,53.0,63.0,73.0,76.0,78.0,79.0,79.0,80.0,81.0,81.0,82.0,82.0,83.0,82.0,80.0,79.0,77.0,74.0,70.0,78.0,85.0,84.0,83.0,82.0,81.0,80.0,84.0,88.0,92.0,91.0,90.0,92.0,93.0,90.0,90.0,90.0,90.0,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,63.0,58.0,52.0,47.0,41.0,62.0,63.0,71.0,76.0,83.0,65.0,71.0,80.0,74.0,58.0,74.0,80.0,87.0,91.0,85.0,,
Libya,,,,,,,61.0,66.0,65.0,71.0,76.0,75.0,78.0,75.0,76.0,79.0,89.0,87.0,88.0,91.0,92.0,92.0,93.0,91.0,92.0,92.0,93.0,93.0,91.0,96.0,99.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,96.0,93.0,98.0,97.0,94.0,73.0,73.0,,
Lithuania,,,,,,,,,,,,,,,,,,,89.0,92.0,93.0,94.0,96.0,96.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,96.0,96.0,94.0,93.0,93.0,93.0,94.0,94.0,94.0,92.0,93.0,,
Low income,,,,,,,7.0,13.0,17.0,17.0,18.0,23.0,28.0,31.0,39.0,46.0,50.0,43.0,42.0,45.0,50.0,48.0,49.0,47.0,46.0,47.0,51.0,51.0,53.0,57.0,60.0,62.0,65.0,67.0,67.0,71.0,73.0,74.0,72.0,70.0,70.0,70.0,68.0,70.0,69.0,70.0,,
Low income (non-Gavi countries),,,,,,,13.0,14.0,22.0,19.0,23.0,27.0,64.0,37.0,52.0,86.0,87.0,84.0,84.0,86.0,86.0,85.0,85.0,84.0,87.0,86.0,84.0,80.0,84.0,83.0,82.0,81.0,81.0,81.0,81.0,82.0,82.0,80.0,61.0,58.0,54.0,53.0,62.0,67.0,63.0,59.0,,
Luxembourg,,,,,,,,,,39.0,49.0,58.0,68.0,77.0,71.0,80.0,80.0,80.0,80.0,83.0,86.0,88.0,91.0,91.0,92.0,92.0,93.0,94.0,94.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Madagascar,,,,,,,,,,,1.0,6.0,18.0,28.0,36.0,44.0,47.0,54.0,54.0,54.0,63.0,55.0,46.0,46.0,51.0,55.0,57.0,59.0,61.0,65.0,79.0,74.0,71.0,81.0,70.0,63.0,66.0,62.0,61.0,63.0,64.0,58.0,59.0,60.0,62.0,69.0,,
Malawi,,,,,,,49.0,64.0,64.0,58.0,50.0,49.0,60.0,79.0,82.0,84.0,81.0,85.0,91.0,87.0,83.0,90.0,90.0,87.0,90.0,82.0,73.0,81.0,69.0,77.0,80.0,82.0,85.0,83.0,88.0,92.0,93.0,96.0,90.0,88.0,85.0,87.0,81.0,83.0,87.0,92.0,,
Malaysia,,,,,,,,,,11.0,23.0,20.0,35.0,68.0,61.0,61.0,70.0,80.0,82.0,81.0,95.0,97.0,97.0,98.0,96.0,97.0,96.0,95.0,94.0,93.0,95.0,96.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,94.0,93.0,93.0,93.0,96.0,97.0,,
Maldives,,,,,,,,39.0,34.0,37.0,40.0,47.0,50.0,41.0,83.0,88.0,96.0,97.0,98.0,86.0,97.0,96.0,95.0,96.0,98.0,97.0,99.0,98.0,97.0,96.0,97.0,97.0,97.0,97.0,97.0,98.0,97.0,96.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Mali,,,,,,,,,,,,19.0,27.0,11.0,23.0,40.0,43.0,42.0,35.0,51.0,46.0,52.0,57.0,56.0,54.0,51.0,49.0,54.0,56.0,57.0,63.0,73.0,68.0,66.0,71.0,73.0,78.0,72.0,67.0,62.0,61.0,66.0,70.0,70.0,70.0,70.0,,
Malta,,,,,,,,,,,10.0,10.0,35.0,59.0,41.0,86.0,80.0,90.0,92.0,90.0,71.0,51.0,51.0,56.0,60.0,67.0,74.0,70.0,65.0,90.0,94.0,86.0,94.0,79.0,78.0,82.0,73.0,84.0,93.0,99.0,98.0,89.0,93.0,91.0,96.0,96.0,,
Marshall Islands,,,,,,,,,,,,,,31.0,25.0,39.0,52.0,74.0,86.0,36.0,59.0,57.0,69.0,52.0,93.0,93.0,94.0,64.0,80.0,90.0,70.0,86.0,96.0,94.0,86.0,78.0,97.0,88.0,78.0,79.0,79.0,75.0,75.0,83.0,83.0,85.0,,
Mauritania,,,,,,,,45.0,44.0,43.0,42.0,41.0,40.0,27.0,45.0,42.0,38.0,32.0,43.0,49.0,53.0,67.0,66.0,64.0,62.0,62.0,46.0,58.0,87.0,84.0,73.0,65.0,62.0,67.0,65.0,59.0,67.0,67.0,75.0,80.0,75.0,70.0,72.0,78.0,78.0,78.0,,
Mauritius,,,,,,,,,34.0,53.0,55.0,67.0,71.0,69.0,73.0,80.0,76.0,88.0,84.0,84.0,85.0,89.0,61.0,87.0,85.0,80.0,84.0,90.0,84.0,91.0,98.0,98.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,92.0,89.0,99.0,99.0,,
Mexico,,,,,,,35.0,33.0,37.0,23.0,21.0,64.0,60.0,54.0,70.0,85.0,75.0,89.0,88.0,79.0,90.0,90.0,93.0,91.0,96.0,94.0,96.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,95.0,98.0,99.0,89.0,97.0,97.0,96.0,76.0,97.0,73.0,,
Micronesia,,,,,,,,,,,,,,69.0,84.0,94.0,81.0,76.0,78.0,80.0,83.0,90.0,82.0,74.0,82.0,79.0,85.0,84.0,88.0,91.0,85.0,96.0,83.0,92.0,86.0,86.0,80.0,92.0,91.0,91.0,83.0,74.0,70.0,76.0,73.0,78.0,,
Middle income,,,,,,,8.0,10.0,10.0,31.0,37.0,43.0,43.0,52.0,62.0,67.0,73.0,69.0,70.0,71.0,72.0,75.0,74.0,72.0,72.0,73.0,73.0,74.0,73.0,74.0,76.0,78.0,80.0,80.0,82.0,85.0,85.0,86.0,86.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,,
Middle-income (non-Gavi countries),,,,,,,15.0,18.0,19.0,59.0,65.0,74.0,62.0,71.0,84.0,85.0,89.0,87.0,85.0,82.0,80.0,83.0,85.0,86.0,87.0,88.0,88.0,89.0,88.0,88.0,89.0,89.0,93.0,93.0,95.0,96.0,95.0,96.0,96.0,95.0,95.0,95.0,95.0,93.0,93.0,92.0,,
Moldova,,,,,,,,,,,,,,,,,,,73.0,64.0,85.0,91.0,90.0,95.0,93.0,93.0,89.0,94.0,94.0,96.0,96.0,97.0,96.0,96.0,95.0,90.0,97.0,91.0,91.0,91.0,90.0,89.0,88.0,93.0,93.0,97.0,,
Monaco,,,,,,,,,,,,,,,99.0,99.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,97.0,97.0,96.0,96.0,94.0,95.0,94.0,92.0,93.0,91.0,91.0,91.0,90.0,89.0,89.0,88.0,88.0,88.0,,
Mongolia,,,,,,,17.0,12.0,6.0,1.0,20.0,18.0,11.0,61.0,70.0,86.0,92.0,82.0,84.0,84.0,80.0,85.0,89.0,91.0,93.0,93.0,92.0,95.0,98.0,98.0,99.0,97.0,99.0,98.0,97.0,94.0,97.0,98.0,99.0,97.0,98.0,98.0,98.0,99.0,99.0,98.0,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,90.0,89.0,86.0,90.0,91.0,90.0,88.0,76.0,64.0,47.0,58.0,42.0,42.0,,
Morocco,,,,,,,,,17.0,35.0,42.0,45.0,58.0,73.0,81.0,82.0,79.0,80.0,81.0,83.0,87.0,88.0,93.0,92.0,91.0,90.0,93.0,96.0,94.0,90.0,95.0,97.0,95.0,95.0,96.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Mozambique,,,,,,,,32.0,58.0,51.0,50.0,39.0,39.0,37.0,44.0,48.0,59.0,55.0,56.0,62.0,65.0,71.0,58.0,61.0,64.0,67.0,71.0,74.0,77.0,80.0,79.0,78.0,76.0,75.0,77.0,80.0,82.0,83.0,85.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,,
Myanmar,,,,,,,,,,,,,5.0,17.0,32.0,50.0,68.0,67.0,68.0,71.0,77.0,82.0,86.0,88.0,89.0,86.0,84.0,73.0,77.0,80.0,86.0,84.0,78.0,81.0,82.0,87.0,88.0,88.0,84.0,86.0,88.0,84.0,91.0,83.0,93.0,84.0,,
Namibia,,,,,,,,,,,,,,,,,,76.0,76.0,71.0,70.0,68.0,61.0,59.0,64.0,65.0,69.0,58.0,68.0,70.0,70.0,73.0,63.0,69.0,73.0,76.0,75.0,74.0,76.0,82.0,83.0,85.0,75.0,80.0,82.0,80.0,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,99.0,90.0,49.0,8.0,95.0,40.0,53.0,67.0,80.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,97.0,98.0,98.0,98.0,95.0,99.0,95.0,,
Nepal,,,,,,,,2.0,2.0,11.0,24.0,34.0,37.0,37.0,58.0,57.0,57.0,57.0,58.0,58.0,58.0,56.0,65.0,73.0,67.0,81.0,71.0,71.0,71.0,75.0,73.0,74.0,85.0,81.0,79.0,90.0,86.0,88.0,86.0,88.0,88.0,85.0,83.0,90.0,91.0,92.0,,
Netherlands,,,,,,,91.0,91.0,92.0,92.0,92.0,92.0,93.0,93.0,94.0,94.0,94.0,94.0,95.0,94.0,94.0,94.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,96.0,96.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,95.0,94.0,93.0,93.0,94.0,,
New Zealand,,,,,,,80.0,77.0,74.0,71.0,67.0,64.0,60.0,67.0,75.0,83.0,90.0,82.0,82.0,85.0,87.0,84.0,92.0,99.0,81.0,83.0,85.0,85.0,84.0,84.0,83.0,82.0,82.0,79.0,86.0,89.0,91.0,93.0,92.0,92.0,93.0,93.0,92.0,93.0,92.0,92.0,,
Nicaragua,,,,,,,15.0,20.0,40.0,41.0,56.0,59.0,51.0,47.0,63.0,63.0,82.0,54.0,83.0,84.0,84.0,85.0,85.0,86.0,91.0,87.0,86.0,99.0,98.0,93.0,84.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Niger,,,,,,,,19.0,18.0,16.0,22.0,27.0,27.0,27.0,24.0,14.0,25.0,28.0,21.0,19.0,19.0,40.0,38.0,35.0,35.0,35.0,37.0,39.0,41.0,43.0,45.0,47.0,53.0,60.0,66.0,69.0,67.0,69.0,75.0,80.0,80.0,85.0,76.0,82.0,77.0,79.0,,
Nigeria,,,,,,,,,,,9.0,17.0,28.0,36.0,46.0,59.0,54.0,57.0,43.0,40.0,41.0,44.0,38.0,38.0,38.0,35.0,33.0,32.0,30.0,34.0,37.0,41.0,44.0,41.0,53.0,64.0,56.0,49.0,42.0,43.0,44.0,42.0,51.0,54.0,54.0,54.0,,
Niue,,,,,,,77.0,71.0,65.0,58.0,52.0,52.0,73.0,94.0,94.0,99.0,99.0,99.0,99.0,99.0,99.0,34.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,86.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
North Korea,,,,,,,29.0,31.0,29.0,30.0,31.0,38.0,44.0,35.0,58.0,99.0,98.0,98.0,99.0,99.0,83.0,67.0,50.0,34.0,49.0,63.0,78.0,92.0,98.0,95.0,95.0,96.0,96.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,98.0,98.0,,
North Macedonia,,,,,,,,,,,,,,,,,,,,98.0,88.0,97.0,91.0,98.0,96.0,98.0,97.0,92.0,98.0,96.0,96.0,96.0,94.0,96.0,98.0,96.0,98.0,97.0,96.0,96.0,93.0,89.0,82.0,83.0,75.0,75.0,,
Norway,,,,,,,,,,80.0,80.0,90.0,87.0,87.0,87.0,84.0,87.0,94.0,96.0,93.0,94.0,92.0,92.0,93.0,91.0,90.0,88.0,90.0,87.0,86.0,89.0,90.0,92.0,92.0,93.0,93.0,93.0,93.0,94.0,93.0,94.0,95.0,96.0,96.0,96.0,97.0,,
Oman,,,,,,,22.0,10.0,24.0,34.0,53.0,65.0,79.0,86.0,87.0,94.0,98.0,96.0,96.0,95.0,97.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,96.0,97.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Pakistan,,,,,,,1.0,2.0,3.0,19.0,33.0,38.0,41.0,43.0,46.0,48.0,50.0,51.0,52.0,52.0,53.0,47.0,50.0,52.0,54.0,56.0,57.0,59.0,60.0,62.0,63.0,61.0,59.0,57.0,56.0,56.0,57.0,59.0,63.0,68.0,71.0,75.0,75.0,76.0,73.0,75.0,,
Palau,,,,,,,,,,,,,98.0,98.0,99.0,98.0,98.0,98.0,94.0,32.0,41.0,99.0,99.0,83.0,74.0,96.0,83.0,91.0,99.0,99.0,99.0,98.0,98.0,91.0,97.0,75.0,39.0,85.0,91.0,99.0,83.0,95.0,96.0,93.0,90.0,97.0,,
Panama,,,,,,,71.0,76.0,64.0,85.0,72.0,84.0,74.0,78.0,73.0,73.0,73.0,80.0,76.0,83.0,84.0,84.0,90.0,92.0,96.0,90.0,97.0,95.0,95.0,95.0,97.0,99.0,95.0,95.0,96.0,96.0,97.0,97.0,98.0,92.0,90.0,93.0,95.0,98.0,98.0,97.0,,
Papua New Guinea,,,,,,,,,,1.0,26.0,33.0,39.0,37.0,46.0,52.0,67.0,69.0,70.0,28.0,36.0,42.0,24.0,50.0,63.0,67.0,69.0,65.0,73.0,77.0,77.0,82.0,82.0,72.0,66.0,65.0,63.0,66.0,71.0,72.0,65.0,57.0,46.0,38.0,37.0,37.0,,
Paraguay,,,,,,,19.0,16.0,26.0,37.0,62.0,48.0,46.0,56.0,63.0,58.0,69.0,74.0,87.0,96.0,76.0,75.0,81.0,61.0,71.0,82.0,92.0,90.0,86.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,88.0,88.0,84.0,78.0,85.0,92.0,93.0,87.0,,
Peru,,,,,,,23.0,26.0,32.0,28.0,35.0,53.0,41.0,56.0,52.0,52.0,64.0,74.0,83.0,75.0,75.0,98.0,87.0,91.0,93.0,93.0,97.0,97.0,95.0,95.0,85.0,77.0,93.0,92.0,92.0,91.0,94.0,96.0,94.0,85.0,89.0,92.0,88.0,83.0,85.0,85.0,,
Philippines,,,,,,,,,9.0,27.0,44.0,49.0,51.0,67.0,77.0,83.0,85.0,83.0,81.0,78.0,75.0,72.0,76.0,79.0,80.0,80.0,78.0,81.0,82.0,87.0,92.0,92.0,92.0,92.0,92.0,88.0,80.0,87.0,87.0,87.0,79.0,82.0,80.0,73.0,67.0,67.0,,
Poland,,,,,,,92.0,93.0,93.0,94.0,94.0,92.0,92.0,94.0,95.0,95.0,95.0,94.0,95.0,95.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,97.0,97.0,98.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,96.0,96.0,94.0,93.0,93.0,,
Portugal,,,,,,,54.0,49.0,46.0,48.0,48.0,70.0,75.0,81.0,84.0,96.0,85.0,96.0,99.0,95.0,91.0,94.0,99.0,96.0,96.0,92.0,87.0,90.0,93.0,96.0,95.0,93.0,97.0,95.0,97.0,95.0,96.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,,
Qatar,,,,,,,26.0,10.0,22.0,69.0,62.0,62.0,62.0,60.0,73.0,79.0,79.0,84.0,86.0,86.0,86.0,87.0,90.0,87.0,89.0,87.0,91.0,92.0,99.0,93.0,99.0,99.0,99.0,92.0,96.0,99.0,99.0,98.0,97.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Romania,,,,,,,,,,83.0,86.0,88.0,81.0,90.0,78.0,90.0,92.0,92.0,91.0,93.0,91.0,93.0,94.0,97.0,97.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,95.0,97.0,96.0,96.0,95.0,93.0,94.0,92.0,89.0,86.0,86.0,86.0,90.0,90.0,,
Russia,,,,,,,,,,,,,,,,,,,83.0,88.0,81.0,85.0,88.0,91.0,94.0,97.0,97.0,97.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,,
Rwanda,,,,,,,,42.0,48.0,53.0,53.0,52.0,79.0,78.0,79.0,83.0,83.0,89.0,82.0,74.0,25.0,84.0,76.0,66.0,72.0,78.0,74.0,69.0,69.0,90.0,84.0,89.0,95.0,94.0,92.0,95.0,95.0,95.0,97.0,95.0,97.0,96.0,95.0,97.0,99.0,96.0,,
Saint Kitts and Nevis,,,,,,,,,,,85.0,91.0,96.0,91.0,77.0,90.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,99.0,99.0,99.0,90.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,95.0,99.0,93.0,95.0,98.0,93.0,96.0,97.0,,
Saint Lucia,,,,,,,,,43.0,36.0,60.0,68.0,91.0,81.0,83.0,91.0,82.0,97.0,75.0,94.0,92.0,94.0,95.0,95.0,90.0,95.0,88.0,89.0,98.0,90.0,95.0,94.0,94.0,94.0,99.0,99.0,95.0,91.0,99.0,99.0,99.0,97.0,99.0,87.0,86.0,96.0,,
Saint Vincent and the Grenadines,,,,,,,,,40.0,59.0,92.0,74.0,88.0,91.0,97.0,99.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,87.0,96.0,98.0,99.0,94.0,99.0,97.0,99.0,99.0,99.0,99.0,99.0,97.0,94.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,
Samoa,,,,,,,,,59.0,78.0,83.0,81.0,91.0,78.0,75.0,82.0,89.0,77.0,90.0,92.0,94.0,96.0,96.0,99.0,99.0,91.0,93.0,92.0,99.0,62.0,25.0,57.0,54.0,63.0,44.0,45.0,56.0,59.0,76.0,90.0,82.0,69.0,68.0,58.0,31.0,87.0,,
San Marino,,,,,,,,,,,,,,,,,,99.0,99.0,96.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0,97.0,96.0,94.0,94.0,94.0,90.0,90.0,86.0,88.0,88.0,90.0,84.0,82.0,81.0,84.0,82.0,86.0,89.0,86.0,,
Sao Tome and Principe,,,,,,,,25.0,32.0,40.0,48.0,35.0,58.0,69.0,69.0,45.0,71.0,77.0,52.0,57.0,65.0,74.0,57.0,60.0,59.0,64.0,69.0,75.0,85.0,87.0,91.0,88.0,85.0,86.0,93.0,90.0,92.0,91.0,92.0,91.0,92.0,93.0,93.0,90.0,95.0,95.0,,
Saudi Arabia,,,,,,,8.0,12.0,53.0,65.0,71.0,79.0,77.0,77.0,81.0,90.0,88.0,95.0,88.0,91.0,93.0,94.0,92.0,92.0,93.0,92.0,94.0,94.0,97.0,96.0,97.0,97.0,95.0,96.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,96.0,98.0,95.0,,
